"id_data_tfs","V2"
"SRX1116230","TFs and co-factors"
"SRX1116231","TFs and co-factors"
"SRX1116232","TFs and co-factors"
"SRX1116233","TFs and co-factors"
"SRX112015","TFs and co-factors"
"SRX112016","TFs and co-factors"
"SRX113579","TFs and co-factors"
"SRX113580","TFs and co-factors"
"SRX113581","TFs and co-factors"
"SRX113583","TFs and co-factors"
"SRX113584","TFs and co-factors"
"SRX113585","TFs and co-factors"
"SRX113586","TFs and co-factors"
"SRX113589","TFs and co-factors"
"SRX113590","TFs and co-factors"
"SRX113591","TFs and co-factors"
"SRX113592","TFs and co-factors"
"SRX1167098","TFs and co-factors"
"SRX1167099","TFs and co-factors"
"SRX1167101","TFs and co-factors"
"SRX1167102","TFs and co-factors"
"SRX118010","TFs and co-factors"
"SRX118011","TFs and co-factors"
"SRX118012","TFs and co-factors"
"SRX118013","TFs and co-factors"
"SRX1206075","TFs and co-factors"
"SRX1283466","TFs and co-factors"
"SRX1283467","TFs and co-factors"
"SRX1293070","TFs and co-factors"
"SRX1293071","TFs and co-factors"
"SRX1293072","TFs and co-factors"
"SRX130266","TFs and co-factors"
"SRX130267","TFs and co-factors"
"SRX130268","TFs and co-factors"
"SRX1427029","TFs and co-factors"
"SRX1427030","TFs and co-factors"
"SRX1429050","TFs and co-factors"
"SRX149703","TFs and co-factors"
"SRX149707","TFs and co-factors"
"SRX150358","TFs and co-factors"
"SRX150651","TFs and co-factors"
"SRX150656","TFs and co-factors"
"SRX1514916","TFs and co-factors"
"SRX157607","TFs and co-factors"
"SRX157608","TFs and co-factors"
"SRX159130","TFs and co-factors"
"SRX159134","TFs and co-factors"
"SRX170373","TFs and co-factors"
"SRX170374","TFs and co-factors"
"SRX170375","TFs and co-factors"
"SRX170376","TFs and co-factors"
"SRX170377","TFs and co-factors"
"SRX1782978","TFs and co-factors"
"SRX1782979","TFs and co-factors"
"SRX186617","TFs and co-factors"
"SRX186618","TFs and co-factors"
"SRX186619","TFs and co-factors"
"SRX186714","TFs and co-factors"
"SRX189740","TFs and co-factors"
"SRX189741","TFs and co-factors"
"SRX194192","TFs and co-factors"
"SRX1993434","TFs and co-factors"
"SRX1993435","TFs and co-factors"
"SRX204662","TFs and co-factors"
"SRX208484","TFs and co-factors"
"SRX210718","TFs and co-factors"
"SRX210719","TFs and co-factors"
"SRX220061","TFs and co-factors"
"SRX220062","TFs and co-factors"
"SRX2346892","TFs and co-factors"
"SRX2346893","TFs and co-factors"
"SRX235608","TFs and co-factors"
"SRX2452425","TFs and co-factors"
"SRX2452426","TFs and co-factors"
"SRX017905","TFs and co-factors"
"SRX017906","TFs and co-factors"
"SRX028587","TFs and co-factors"
"SRX028588","TFs and co-factors"
"SRX028640","TFs and co-factors"
"SRX028641","TFs and co-factors"
"SRX038504","TFs and co-factors"
"SRX038505","TFs and co-factors"
"SRX080130","TFs and co-factors"
"SRX080131","TFs and co-factors"
"SRX082162","TFs and co-factors"
"SRX082163","TFs and co-factors"
"SRX082164","TFs and co-factors"
"SRX093541","TFs and co-factors"
"SRX100383","TFs and co-factors"
"SRX100386","TFs and co-factors"
"SRX100387","TFs and co-factors"
"SRX100392","TFs and co-factors"
"SRX100394","TFs and co-factors"
"SRX100395","TFs and co-factors"
"SRX100401","TFs and co-factors"
"SRX100407","TFs and co-factors"
"SRX100408","TFs and co-factors"
"SRX100431","TFs and co-factors"
"SRX100432","TFs and co-factors"
"SRX100433","TFs and co-factors"
"SRX100434","TFs and co-factors"
"SRX100435","TFs and co-factors"
"SRX100436","TFs and co-factors"
"SRX100437","TFs and co-factors"
"SRX100451","TFs and co-factors"
"SRX100456","TFs and co-factors"
"SRX100461","TFs and co-factors"
"SRX100465","TFs and co-factors"
"SRX100479","TFs and co-factors"
"SRX100522","TFs and co-factors"
"SRX100541","TFs and co-factors"
"SRX100553","TFs and co-factors"
"SRX100554","TFs and co-factors"
"SRX100555","TFs and co-factors"
"SRX100556","TFs and co-factors"
"SRX100576","TFs and co-factors"
"SRX100577","TFs and co-factors"
"SRX100579","TFs and co-factors"
"SRX100582","TFs and co-factors"
"SRX100583","TFs and co-factors"
"SRX1012536","TFs and co-factors"
"SRX1012537","TFs and co-factors"
"SRX1012538","TFs and co-factors"
"SRX1012539","TFs and co-factors"
"SRX130609","TFs and co-factors"
"SRX130610","TFs and co-factors"
"SRX1322299","TFs and co-factors"
"SRX1456193","TFs and co-factors"
"SRX1456195","TFs and co-factors"
"SRX150357","TFs and co-factors"
"SRX150363","TFs and co-factors"
"SRX150374","TFs and co-factors"
"SRX150381","TFs and co-factors"
"SRX150389","TFs and co-factors"
"SRX150410","TFs and co-factors"
"SRX150411","TFs and co-factors"
"SRX150412","TFs and co-factors"
"SRX150425","TFs and co-factors"
"SRX150455","TFs and co-factors"
"SRX150456","TFs and co-factors"
"SRX150457","TFs and co-factors"
"SRX150458","TFs and co-factors"
"SRX150489","TFs and co-factors"
"SRX150494","TFs and co-factors"
"SRX150496","TFs and co-factors"
"SRX150509","TFs and co-factors"
"SRX150510","TFs and co-factors"
"SRX150521","TFs and co-factors"
"SRX150561","TFs and co-factors"
"SRX150562","TFs and co-factors"
"SRX150571","TFs and co-factors"
"SRX150585","TFs and co-factors"
"SRX150586","TFs and co-factors"
"SRX150597","TFs and co-factors"
"SRX150620","TFs and co-factors"
"SRX150635","TFs and co-factors"
"SRX150636","TFs and co-factors"
"SRX150637","TFs and co-factors"
"SRX150662","TFs and co-factors"
"SRX150691","TFs and co-factors"
"SRX150692","TFs and co-factors"
"SRX150730","TFs and co-factors"
"SRX150731","TFs and co-factors"
"SRX150732","TFs and co-factors"
"SRX1530787","TFs and co-factors"
"SRX170356","TFs and co-factors"
"SRX186607","TFs and co-factors"
"SRX186608","TFs and co-factors"
"SRX186609","TFs and co-factors"
"SRX186610","TFs and co-factors"
"SRX186620","TFs and co-factors"
"SRX186621","TFs and co-factors"
"SRX186622","TFs and co-factors"
"SRX186628","TFs and co-factors"
"SRX186694","TFs and co-factors"
"SRX188958","TFs and co-factors"
"SRX188963","TFs and co-factors"
"SRX190177","TFs and co-factors"
"SRX190185","TFs and co-factors"
"SRX190186","TFs and co-factors"
"SRX190187","TFs and co-factors"
"SRX190200","TFs and co-factors"
"SRX190201","TFs and co-factors"
"SRX190216","TFs and co-factors"
"SRX190227","TFs and co-factors"
"SRX190235","TFs and co-factors"
"SRX190236","TFs and co-factors"
"SRX190306","TFs and co-factors"
"SRX190337","TFs and co-factors"
"SRX190349","TFs and co-factors"
"SRX2188684","TFs and co-factors"
"SRX2188685","TFs and co-factors"
"SRX2253219","TFs and co-factors"
"SRX2253220","TFs and co-factors"
"SRX2339191","TFs and co-factors"
"SRX2339193","TFs and co-factors"
"SRX2458133","TFs and co-factors"
"SRX2458134","TFs and co-factors"
"SRX2458135","TFs and co-factors"
"SRX2458136","TFs and co-factors"
"SRX2458137","TFs and co-factors"
"SRX2458138","TFs and co-factors"
"SRX2755182","TFs and co-factors"
"SRX2755183","TFs and co-factors"
"SRX2837383","TFs and co-factors"
"SRX2837384","TFs and co-factors"
"SRX2837385","TFs and co-factors"
"SRX2837386","TFs and co-factors"
"SRX2837387","TFs and co-factors"
"SRX2837388","TFs and co-factors"
"SRX2837389","TFs and co-factors"
"SRX2837390","TFs and co-factors"
"SRX295034","TFs and co-factors"
"SRX295035","TFs and co-factors"
"SRX2966968","TFs and co-factors"
"SRX2966969","TFs and co-factors"
"SRX2966972","TFs and co-factors"
"SRX2966973","TFs and co-factors"
"SRX326378","TFs and co-factors"
"SRX326379","TFs and co-factors"
"SRX329081","TFs and co-factors"
"SRX329082","TFs and co-factors"
"SRX3445722","TFs and co-factors"
"SRX3445723","TFs and co-factors"
"SRX356479","TFs and co-factors"
"SRX356480","TFs and co-factors"
"SRX381502","TFs and co-factors"
"SRX381503","TFs and co-factors"
"SRX475743","TFs and co-factors"
"SRX475755","TFs and co-factors"
"SRX475756","TFs and co-factors"
"SRX502808","TFs and co-factors"
"SRX502810","TFs and co-factors"
"SRX530184","TFs and co-factors"
"SRX530186","TFs and co-factors"
"SRX534844","TFs and co-factors"
"SRX534845","TFs and co-factors"
"SRX663438","TFs and co-factors"
"SRX663441","TFs and co-factors"
"SRX707368","TFs and co-factors"
"SRX749133","TFs and co-factors"
"SRX018651","TFs and co-factors"
"SRX018655","TFs and co-factors"
"SRX018991","TFs and co-factors"
"SRX018992","TFs and co-factors"
"SRX019963","TFs and co-factors"
"SRX021983","TFs and co-factors"
"SRX023216","TFs and co-factors"
"SRX027401","TFs and co-factors"
"SRX027402","TFs and co-factors"
"SRX027403","TFs and co-factors"
"SRX038582","TFs and co-factors"
"SRX038583","TFs and co-factors"
"SRX038644","TFs and co-factors"
"SRX038664","TFs and co-factors"
"SRX038665","TFs and co-factors"
"SRX038777","TFs and co-factors"
"SRX041286","TFs and co-factors"
"SRX041287","TFs and co-factors"
"SRX041288","TFs and co-factors"
"SRX041289","TFs and co-factors"
"SRX041290","TFs and co-factors"
"SRX041291","TFs and co-factors"
"SRX041292","TFs and co-factors"
"SRX041293","TFs and co-factors"
"SRX067516","TFs and co-factors"
"SRX080161","TFs and co-factors"
"SRX080328","TFs and co-factors"
"SRX080338","TFs and co-factors"
"SRX080368","TFs and co-factors"
"SRX080371","TFs and co-factors"
"SRX080398","TFs and co-factors"
"SRX080408","TFs and co-factors"
"SRX092313","TFs and co-factors"
"SRX092314","TFs and co-factors"
"SRX099230","TFs and co-factors"
"SRX099231","TFs and co-factors"
"SRX102978","TFs and co-factors"
"SRX1089826","TFs and co-factors"
"SRX1089829","TFs and co-factors"
"SRX1089836","TFs and co-factors"
"SRX1131597","TFs and co-factors"
"SRX1131599","TFs and co-factors"
"SRX1131600","TFs and co-factors"
"SRX1131601","TFs and co-factors"
"SRX123442","TFs and co-factors"
"SRX123443","TFs and co-factors"
"SRX123444","TFs and co-factors"
"SRX123445","TFs and co-factors"
"SRX1318615","TFs and co-factors"
"SRX1318617","TFs and co-factors"
"SRX1318619","TFs and co-factors"
"SRX1318620","TFs and co-factors"
"SRX1425809","TFs and co-factors"
"SRX1460847","TFs and co-factors"
"SRX1460848","TFs and co-factors"
"SRX1460849","TFs and co-factors"
"SRX1460850","TFs and co-factors"
"SRX1460851","TFs and co-factors"
"SRX1460852","TFs and co-factors"
"SRX1460853","TFs and co-factors"
"SRX1460854","TFs and co-factors"
"SRX1478537","TFs and co-factors"
"SRX151939","TFs and co-factors"
"SRX151940","TFs and co-factors"
"SRX151947","TFs and co-factors"
"SRX151948","TFs and co-factors"
"SRX156110","TFs and co-factors"
"SRX156111","TFs and co-factors"
"SRX156112","TFs and co-factors"
"SRX156118","TFs and co-factors"
"SRX156119","TFs and co-factors"
"SRX156120","TFs and co-factors"
"SRX186666","TFs and co-factors"
"SRX186670","TFs and co-factors"
"SRX186680","TFs and co-factors"
"SRX186685","TFs and co-factors"
"SRX186704","TFs and co-factors"
"SRX186719","TFs and co-factors"
"SRX186725","TFs and co-factors"
"SRX188960","TFs and co-factors"
"SRX1967776","TFs and co-factors"
"SRX1967777","TFs and co-factors"
"SRX2014554","TFs and co-factors"
"SRX204107","TFs and co-factors"
"SRX204109","TFs and co-factors"
"SRX212647","TFs and co-factors"
"SRX212648","TFs and co-factors"
"SRX212661","TFs and co-factors"
"SRX212662","TFs and co-factors"
"SRX2355057","TFs and co-factors"
"SRX2355058","TFs and co-factors"
"SRX2355059","TFs and co-factors"
"SRX2355070","TFs and co-factors"
"SRX2355071","TFs and co-factors"
"SRX2355072","TFs and co-factors"
"SRX2355073","TFs and co-factors"
"SRX2355074","TFs and co-factors"
"SRX2355075","TFs and co-factors"
"SRX2355076","TFs and co-factors"
"SRX2355077","TFs and co-factors"
"SRX2355078","TFs and co-factors"
"SRX2582161","TFs and co-factors"
"SRX2963102","TFs and co-factors"
"SRX2963103","TFs and co-factors"
"SRX3089967","TFs and co-factors"
"SRX3089968","TFs and co-factors"
"SRX3100755","TFs and co-factors"
"SRX323567","TFs and co-factors"
"SRX3372012","TFs and co-factors"
"SRX3372020","TFs and co-factors"
"SRX3372021","TFs and co-factors"
"SRX356667","TFs and co-factors"
"SRX356687","TFs and co-factors"
"SRX356688","TFs and co-factors"
"SRX381543","TFs and co-factors"
"SRX381545","TFs and co-factors"
"SRX386478","TFs and co-factors"
"SRX386479","TFs and co-factors"
"SRX3942989","TFs and co-factors"
"SRX3942990","TFs and co-factors"
"SRX3942992","TFs and co-factors"
"SRX4080293","TFs and co-factors"
"SRX4080294","TFs and co-factors"
"SRX467199","TFs and co-factors"
"SRX467200","TFs and co-factors"
"SRX476913","TFs and co-factors"
"SRX476914","TFs and co-factors"
"SRX514840","TFs and co-factors"
"SRX543180","TFs and co-factors"
"SRX543181","TFs and co-factors"
"SRX543182","TFs and co-factors"
"SRX543183","TFs and co-factors"
"SRX646125","TFs and co-factors"
"SRX646126","TFs and co-factors"
"SRX646135","TFs and co-factors"
"SRX646136","TFs and co-factors"
"SRX753312","TFs and co-factors"
"SRX873813","TFs and co-factors"
"SRX873814","TFs and co-factors"
"SRX067535","TFs and co-factors"
"SRX080329","TFs and co-factors"
"SRX080333","TFs and co-factors"
"SRX080336","TFs and co-factors"
"SRX080339","TFs and co-factors"
"SRX080341","TFs and co-factors"
"SRX080342","TFs and co-factors"
"SRX080343","TFs and co-factors"
"SRX080344","TFs and co-factors"
"SRX080347","TFs and co-factors"
"SRX080349","TFs and co-factors"
"SRX080355","TFs and co-factors"
"SRX080357","TFs and co-factors"
"SRX080358","TFs and co-factors"
"SRX080359","TFs and co-factors"
"SRX080362","TFs and co-factors"
"SRX080373","TFs and co-factors"
"SRX080374","TFs and co-factors"
"SRX080375","TFs and co-factors"
"SRX080377","TFs and co-factors"
"SRX080380","TFs and co-factors"
"SRX080386","TFs and co-factors"
"SRX080388","TFs and co-factors"
"SRX080389","TFs and co-factors"
"SRX080390","TFs and co-factors"
"SRX080391","TFs and co-factors"
"SRX080393","TFs and co-factors"
"SRX080395","TFs and co-factors"
"SRX080399","TFs and co-factors"
"SRX080400","TFs and co-factors"
"SRX080403","TFs and co-factors"
"SRX080404","TFs and co-factors"
"SRX080406","TFs and co-factors"
"SRX080413","TFs and co-factors"
"SRX080414","TFs and co-factors"
"SRX080420","TFs and co-factors"
"SRX080422","TFs and co-factors"
"SRX080425","TFs and co-factors"
"SRX080427","TFs and co-factors"
"SRX080431","TFs and co-factors"
"SRX080432","TFs and co-factors"
"SRX080442","TFs and co-factors"
"SRX092315","TFs and co-factors"
"SRX093183","TFs and co-factors"
"SRX093184","TFs and co-factors"
"SRX099628","TFs and co-factors"
"SRX099629","TFs and co-factors"
"SRX100414","TFs and co-factors"
"SRX1004562","TFs and co-factors"
"SRX1004563","TFs and co-factors"
"SRX100525","TFs and co-factors"
"SRX102977","TFs and co-factors"
"SRX102979","TFs and co-factors"
"SRX1042046","TFs and co-factors"
"SRX1042048","TFs and co-factors"
"SRX1042049","TFs and co-factors"
"SRX1042050","TFs and co-factors"
"SRX107284","TFs and co-factors"
"SRX107285","TFs and co-factors"
"SRX1094508","TFs and co-factors"
"SRX1094510","TFs and co-factors"
"SRX111773","TFs and co-factors"
"SRX111774","TFs and co-factors"
"SRX111775","TFs and co-factors"
"SRX111776","TFs and co-factors"
"SRX111777","TFs and co-factors"
"SRX111778","TFs and co-factors"
"SRX1123843","TFs and co-factors"
"SRX1123844","TFs and co-factors"
"SRX1123848","TFs and co-factors"
"SRX144522","TFs and co-factors"
"SRX144526","TFs and co-factors"
"SRX1470542","TFs and co-factors"
"SRX1470544","TFs and co-factors"
"SRX1721488","TFs and co-factors"
"SRX1738531","TFs and co-factors"
"SRX1738532","TFs and co-factors"
"SRX1829864","TFs and co-factors"
"SRX1845643","TFs and co-factors"
"SRX1845644","TFs and co-factors"
"SRX186710","TFs and co-factors"
"SRX186728","TFs and co-factors"
"SRX188970","TFs and co-factors"
"SRX189083","TFs and co-factors"
"SRX189084","TFs and co-factors"
"SRX190226","TFs and co-factors"
"SRX190237","TFs and co-factors"
"SRX190242","TFs and co-factors"
"SRX190406","TFs and co-factors"
"SRX1961296","TFs and co-factors"
"SRX199856","TFs and co-factors"
"SRX199858","TFs and co-factors"
"SRX199863","TFs and co-factors"
"SRX199872","TFs and co-factors"
"SRX199885","TFs and co-factors"
"SRX199889","TFs and co-factors"
"SRX199890","TFs and co-factors"
"SRX199893","TFs and co-factors"
"SRX199894","TFs and co-factors"
"SRX199895","TFs and co-factors"
"SRX199896","TFs and co-factors"
"SRX199905","TFs and co-factors"
"SRX204162","TFs and co-factors"
"SRX204163","TFs and co-factors"
"SRX204164","TFs and co-factors"
"SRX204165","TFs and co-factors"
"SRX204173","TFs and co-factors"
"SRX204174","TFs and co-factors"
"SRX204179","TFs and co-factors"
"SRX204180","TFs and co-factors"
"SRX205164","TFs and co-factors"
"SRX205165","TFs and co-factors"
"SRX212318","TFs and co-factors"
"SRX2143792","TFs and co-factors"
"SRX2143793","TFs and co-factors"
"SRX218418","TFs and co-factors"
"SRX218419","TFs and co-factors"
"SRX218420","TFs and co-factors"
"SRX218421","TFs and co-factors"
"SRX2267438","TFs and co-factors"
"SRX2267439","TFs and co-factors"
"SRX246953","TFs and co-factors"
"SRX246954","TFs and co-factors"
"SRX268881","TFs and co-factors"
"SRX268882","TFs and co-factors"
"SRX268883","TFs and co-factors"
"SRX268884","TFs and co-factors"
"SRX341010","TFs and co-factors"
"SRX3436561","TFs and co-factors"
"SRX3436562","TFs and co-factors"
"SRX346921","TFs and co-factors"
"SRX346922","TFs and co-factors"
"SRX356646","TFs and co-factors"
"SRX356665","TFs and co-factors"
"SRX356666","TFs and co-factors"
"SRX356689","TFs and co-factors"
"SRX356710","TFs and co-factors"
"SRX356711","TFs and co-factors"
"SRX382353","TFs and co-factors"
"SRX382354","TFs and co-factors"
"SRX535453","TFs and co-factors"
"SRX535454","TFs and co-factors"
"SRX535455","TFs and co-factors"
"SRX535456","TFs and co-factors"
"SRX668217","TFs and co-factors"
"SRX668219","TFs and co-factors"
"SRX668234","TFs and co-factors"
"SRX814231","TFs and co-factors"
"SRX814234","TFs and co-factors"
"SRX995500","TFs and co-factors"
"SRX995501","TFs and co-factors"
"SRX1123849","TFs and co-factors"
"SRX1178183","TFs and co-factors"
"SRX129093","TFs and co-factors"
"SRX129116","TFs and co-factors"
"SRX129117","TFs and co-factors"
"SRX1425808","TFs and co-factors"
"SRX1471738","TFs and co-factors"
"SRX1471739","TFs and co-factors"
"SRX150409","TFs and co-factors"
"SRX150413","TFs and co-factors"
"SRX150544","TFs and co-factors"
"SRX154498","TFs and co-factors"
"SRX1548204","TFs and co-factors"
"SRX1548205","TFs and co-factors"
"SRX155739","TFs and co-factors"
"SRX155740","TFs and co-factors"
"SRX1596304","TFs and co-factors"
"SRX1614802","TFs and co-factors"
"SRX1614803","TFs and co-factors"
"SRX1629831","TFs and co-factors"
"SRX1721484","TFs and co-factors"
"SRX1721486","TFs and co-factors"
"SRX1721490","TFs and co-factors"
"SRX1801654","TFs and co-factors"
"SRX1801655","TFs and co-factors"
"SRX1842780","TFs and co-factors"
"SRX1842781","TFs and co-factors"
"SRX185708","TFs and co-factors"
"SRX188946","TFs and co-factors"
"SRX188947","TFs and co-factors"
"SRX188950","TFs and co-factors"
"SRX188959","TFs and co-factors"
"SRX188962","TFs and co-factors"
"SRX188968","TFs and co-factors"
"SRX199897","TFs and co-factors"
"SRX199899","TFs and co-factors"
"SRX199903","TFs and co-factors"
"SRX199904","TFs and co-factors"
"SRX2661479","TFs and co-factors"
"SRX2661481","TFs and co-factors"
"SRX3102568","TFs and co-factors"
"SRX3102569","TFs and co-factors"
"SRX3102570","TFs and co-factors"
"SRX3102571","TFs and co-factors"
"SRX327761","TFs and co-factors"
"SRX3372016","TFs and co-factors"
"SRX346923","TFs and co-factors"
"SRX346924","TFs and co-factors"
"SRX398302","TFs and co-factors"
"SRX4235878","TFs and co-factors"
"SRX423971","TFs and co-factors"
"SRX497255","TFs and co-factors"
"SRX497256","TFs and co-factors"
"SRX541384","TFs and co-factors"
"SRX541385","TFs and co-factors"
"SRX627428","TFs and co-factors"
"SRX627430","TFs and co-factors"
"SRX679419","TFs and co-factors"
"SRX2010836","TFs and co-factors"
"SRX2010837","TFs and co-factors"
"SRX203387","TFs and co-factors"
"SRX203388","TFs and co-factors"
"SRX203389","TFs and co-factors"
"SRX203390","TFs and co-factors"
"SRX203391","TFs and co-factors"
"SRX203394","TFs and co-factors"
"SRX203395","TFs and co-factors"
"SRX2166885","TFs and co-factors"
"SRX2166886","TFs and co-factors"
"SRX2166889","TFs and co-factors"
"SRX2166890","TFs and co-factors"
"SRX2166891","TFs and co-factors"
"SRX2166894","TFs and co-factors"
"SRX2166895","TFs and co-factors"
"SRX2250317","TFs and co-factors"
"SRX2481499","TFs and co-factors"
"SRX2481500","TFs and co-factors"
"SRX253212","TFs and co-factors"
"SRX2537097","TFs and co-factors"
"SRX2537098","TFs and co-factors"
"SRX2671799","TFs and co-factors"
"SRX2671836","TFs and co-factors"
"SRX2749150","TFs and co-factors"
"SRX2749155","TFs and co-factors"
"SRX2941475","TFs and co-factors"
"SRX2941476","TFs and co-factors"
"SRX3330448","TFs and co-factors"
"SRX3330449","TFs and co-factors"
"SRX356561","TFs and co-factors"
"SRX356562","TFs and co-factors"
"SRX356576","TFs and co-factors"
"SRX356577","TFs and co-factors"
"SRX481466","TFs and co-factors"
"SRX502054","TFs and co-factors"
"SRX502056","TFs and co-factors"
"SRX596338","TFs and co-factors"
"SRX596340","TFs and co-factors"
"SRX687834","TFs and co-factors"
"SRX687835","TFs and co-factors"
"SRX718420","TFs and co-factors"
"SRX718421","TFs and co-factors"
"SRX718422","TFs and co-factors"
"SRX718423","TFs and co-factors"
"SRX718424","TFs and co-factors"
"SRX767116","TFs and co-factors"
"SRX807620","TFs and co-factors"
